program_id,bin,rank_in_bin,control_symbol
treg_like,13,36,RGL2
treg_like,13,37,CASZ1
treg_like,13,38,ABHD8
treg_like,13,39,ENGASE
treg_like,13,40,PRICKLE3
treg_like,13,41,STK3
treg_like,13,42,RBM43
treg_like,13,43,NEFH
treg_like,13,44,IRF5
treg_like,13,45,DST
treg_like,13,46,KAT2A
treg_like,13,47,NEIL2
treg_like,13,48,VPS16
treg_like,13,49,ZNF808
treg_like,15,0,HMGXB3
treg_like,15,1,PRMT9
treg_like,15,2,SLC25A23
treg_like,15,3,ADAM9
treg_like,15,4,KLHL28
treg_like,15,5,CEP76
treg_like,15,6,TKFC
treg_like,15,7,GALC
treg_like,15,8,WDR73
treg_like,15,9,GBP3
treg_like,15,10,ANGEL1
treg_like,15,11,PCYT2
treg_like,15,12,CRY2
treg_like,15,13,DCAKD
treg_like,15,14,CES2
treg_like,15,15,HIKESHI
treg_like,15,16,ERMARD
treg_like,15,17,ZBTB39
treg_like,15,18,PPIL2
treg_like,15,19,SPPL3
treg_like,15,20,TMEM164
treg_like,15,21,ANKRD26
treg_like,15,22,FAM50B
treg_like,15,23,ATG16L1
treg_like,15,24,TAPT1
treg_like,15,25,DYNC2LI1
treg_like,15,26,IFT46
treg_like,15,27,ERLIN2
treg_like,15,28,ATPSCKMT
treg_like,15,29,GMCL1
treg_like,15,30,MRI1
treg_like,15,31,MPC1
treg_like,15,32,ZFYVE27
treg_like,15,33,STYXL1
treg_like,15,34,NUFIP1
treg_like,15,35,LRWD1
treg_like,15,36,CBR4
treg_like,15,37,TRMT13
treg_like,15,38,UVRAG
treg_like,15,39,MUL1
treg_like,15,40,CGRRF1
treg_like,15,41,ING5
treg_like,15,42,TMEM260
treg_like,15,43,HCFC2
treg_like,15,44,UTP15
treg_like,15,45,KLF11
treg_like,15,46,ACY1
treg_like,15,47,CD99L2
treg_like,15,48,MAN2B2
treg_like,15,49,MED9
treg_like,19,0,KCNN4
treg_like,19,1,PDE4B
treg_like,19,2,PSAP
treg_like,19,3,MTERF4
treg_like,19,4,RNF31
treg_like,19,5,COMMD2
treg_like,19,6,DHX33
treg_like,19,7,DNAJA4
treg_like,19,8,REXO4
treg_like,19,9,HERC4
treg_like,19,10,TEX261
treg_like,19,11,RDX
treg_like,19,12,CAPG
treg_like,19,13,KIF1C
treg_like,19,14,CEMIP2
treg_like,19,15,YIF1A
treg_like,19,16,TPGS1
treg_like,19,17,PRPSAP2
treg_like,19,18,TTL
treg_like,19,19,SLC5A6
treg_like,19,20,TRAF2
treg_like,19,21,BAHD1
treg_like,19,22,GAK
treg_like,19,23,FEM1B
treg_like,19,24,FAM241A
treg_like,19,25,WDR54
treg_like,19,26,PEX26
treg_like,19,27,IL3
treg_like,19,28,ORC1
treg_like,19,29,COPS8
treg_like,19,30,FCMR
treg_like,19,31,VPS37A
treg_like,19,32,HMG20B
treg_like,19,33,MAGED2
treg_like,19,34,CBX4
treg_like,19,35,MED12
treg_like,19,36,HEATR5B
treg_like,19,37,EPC1
treg_like,19,38,BAP1
treg_like,19,39,GPCPD1
treg_like,19,40,STAM
treg_like,19,41,SLC30A7
treg_like,19,42,DTL
treg_like,19,43,NUMB
treg_like,19,44,ANKRD40
treg_like,19,45,TADA2B
treg_like,19,46,CLIP4
treg_like,19,47,ATN1
treg_like,19,48,SEC61G
treg_like,19,49,POU2AF1
treg_like,21,0,PRR14
treg_like,21,1,TADA3
treg_like,21,2,RC3H1
treg_like,21,3,TTC14
treg_like,21,4,CD80
treg_like,21,5,RAB11A
treg_like,21,6,GOLGA3
treg_like,21,7,FRYL
treg_like,21,8,MBTPS1
treg_like,21,9,B3GNT2
treg_like,21,10,SNW1
treg_like,21,11,GNA15
treg_like,21,12,NONO
treg_like,21,13,N4BP2
treg_like,21,14,C18orf25
treg_like,21,15,LASP1
treg_like,21,16,CFAP97
treg_like,21,17,NDC1
treg_like,21,18,FOXK2
treg_like,21,19,CCT3
treg_like,21,20,ITSN2
treg_like,21,21,ISG20
treg_like,21,22,XRCC5
treg_like,21,23,TOR1AIP1
treg_like,21,24,CDKAL1
treg_like,21,25,MED6
treg_like,21,26,IK
treg_like,21,27,FOXO1
treg_like,21,28,TNPO3
treg_like,21,29,AP1G2
treg_like,21,30,ZNF217
treg_like,21,31,UBE2N
treg_like,21,32,WDR3
treg_like,21,33,PITPNB
treg_like,21,34,PCYT1A
treg_like,21,35,ZNF148
treg_like,21,36,ZWINT
treg_like,21,37,THUMPD3
treg_like,21,38,NUP155
treg_like,21,39,EPB41
treg_like,21,40,LSM10
treg_like,21,41,IRF9
treg_like,21,42,GMPS
treg_like,21,43,PSMD2
treg_like,21,44,YJU2
treg_like,21,45,ARL8A
treg_like,21,46,IGFLR1
treg_like,21,47,NUSAP1
treg_like,21,48,MB21D2
treg_like,21,49,MEPCE
cd4_ctl_like,9,0,RBSN
cd4_ctl_like,9,1,LTBR
cd4_ctl_like,9,2,SPON1
cd4_ctl_like,9,3,MXRA8
cd4_ctl_like,9,4,CES3
cd4_ctl_like,9,5,PPM1N
cd4_ctl_like,9,6,TUBB3
cd4_ctl_like,9,7,C16orf74
cd4_ctl_like,9,8,LBX2
cd4_ctl_like,9,9,GK3
cd4_ctl_like,9,10,DOC2A
cd4_ctl_like,9,11,ZACN
cd4_ctl_like,9,12,ADAMTSL5
cd4_ctl_like,9,13,ADAMTS14
cd4_ctl_like,9,14,EFNB2
cd4_ctl_like,9,15,OSCP1
cd4_ctl_like,9,16,ACOT12
cd4_ctl_like,9,17,GAL
cd4_ctl_like,9,18,OGDHL
cd4_ctl_like,9,19,ZBTB47
cd4_ctl_like,9,20,COL18A1
cd4_ctl_like,9,21,CCDC62
cd4_ctl_like,9,22,IL12A
cd4_ctl_like,9,23,RAB3D
cd4_ctl_like,9,24,TMEM54
cd4_ctl_like,9,25,PLB1
cd4_ctl_like,9,26,NASP
cd4_ctl_like,9,27,GRHL1
cd4_ctl_like,9,28,SLC22A18AS
cd4_ctl_like,9,29,TLR2
cd4_ctl_like,9,30,ZNF540
cd4_ctl_like,9,31,PITX1
cd4_ctl_like,9,32,TTC16
cd4_ctl_like,9,33,CALHM1
cd4_ctl_like,9,34,NALF2
cd4_ctl_like,9,35,TMEM232
cd4_ctl_like,9,36,ERFE
cd4_ctl_like,9,37,NMU
cd4_ctl_like,9,38,UST
cd4_ctl_like,9,39,HDC
cd4_ctl_like,9,40,ZNF555
cd4_ctl_like,9,41,MYO1A
cd4_ctl_like,9,42,WNT7A
cd4_ctl_like,9,43,KIAA1522
cd4_ctl_like,9,44,FAM167B
cd4_ctl_like,9,45,SLC25A34
cd4_ctl_like,9,46,XKR9
cd4_ctl_like,9,47,SLC34A1
cd4_ctl_like,9,48,ZNF572
cd4_ctl_like,9,49,NIPAL2
cd4_ctl_like,13,0,ZNF383
cd4_ctl_like,13,1,BEND5
cd4_ctl_like,13,2,SGPP2
cd4_ctl_like,13,3,ENSG00000284691
cd4_ctl_like,13,4,TLK2
cd4_ctl_like,13,5,PHEX
cd4_ctl_like,13,6,RPP25
cd4_ctl_like,13,7,IPCEF1
cd4_ctl_like,13,8,PPP1R3F
cd4_ctl_like,13,9,ALG14
cd4_ctl_like,13,10,KAT2A
cd4_ctl_like,13,11,PLXNA4
cd4_ctl_like,13,12,SH2D3A
cd4_ctl_like,13,13,SMAD5
cd4_ctl_like,13,14,ZNF445
cd4_ctl_like,13,15,ST20
cd4_ctl_like,13,16,BCLAF3
cd4_ctl_like,13,17,VILL
cd4_ctl_like,13,18,HMGN5
cd4_ctl_like,13,19,EVA1B
cd4_ctl_like,13,20,B4GAT1
cd4_ctl_like,13,21,ZNF133
cd4_ctl_like,13,22,KPTN
cd4_ctl_like,13,23,KBTBD3
cd4_ctl_like,13,24,NT5M
cd4_ctl_like,13,25,SLC30A4
cd4_ctl_like,13,26,TMEM203
cd4_ctl_like,13,27,BLVRB
cd4_ctl_like,13,28,RYK
cd4_ctl_like,13,29,LIN52
cd4_ctl_like,13,30,RAC3
cd4_ctl_like,13,31,TAF6L
cd4_ctl_like,13,32,TEDC2
cd4_ctl_like,13,33,SLC25A13
cd4_ctl_like,13,34,PHOSPHO2
cd4_ctl_like,13,35,PHC1
cd4_ctl_like,13,36,FARS2
cd4_ctl_like,13,37,PPARG
cd4_ctl_like,13,38,GRAMD2B
cd4_ctl_like,13,39,ATP5PF
cd4_ctl_like,13,40,DIXDC1
cd4_ctl_like,13,41,COQ8B
cd4_ctl_like,13,42,GPAM
cd4_ctl_like,13,43,SEMA4B
cd4_ctl_like,13,44,GSTA4
cd4_ctl_like,13,45,RGS2
cd4_ctl_like,13,46,DHRS7B
cd4_ctl_like,13,47,ZNF211
cd4_ctl_like,13,48,DXO
cd4_ctl_like,13,49,MSS51
cd4_ctl_like,16,0,ALKBH3
cd4_ctl_like,16,1,RPN2
cd4_ctl_like,16,2,HMBOX1
cd4_ctl_like,16,3,PDSS2
cd4_ctl_like,16,4,PAAF1
cd4_ctl_like,16,5,GATD1
cd4_ctl_like,16,6,SHMT1
cd4_ctl_like,16,7,CCDC174
cd4_ctl_like,16,8,MAFG
cd4_ctl_like,16,9,UBE2H
cd4_ctl_like,16,10,EXT1
cd4_ctl_like,16,11,PRUNE1
cd4_ctl_like,16,12,ST3GAL3
cd4_ctl_like,16,13,ARSA
cd4_ctl_like,16,14,INTS1
cd4_ctl_like,16,15,DCAF6
cd4_ctl_like,16,16,ZMYM5
cd4_ctl_like,16,17,GRPEL2
cd4_ctl_like,16,18,SMYD5
cd4_ctl_like,16,19,BRF2
cd4_ctl_like,16,20,C19orf47
cd4_ctl_like,16,21,PHKG2
cd4_ctl_like,16,22,ANAPC2
cd4_ctl_like,16,23,THAP7
cd4_ctl_like,16,24,BBX
cd4_ctl_like,16,25,CMC1
cd4_ctl_like,16,26,PSME3IP1
cd4_ctl_like,16,27,MTMR10
cd4_ctl_like,16,28,CAMK2G
cd4_ctl_like,16,29,NAA50
cd4_ctl_like,16,30,KIAA0586
cd4_ctl_like,16,31,ALKBH7
cd4_ctl_like,16,32,CCDC86
cd4_ctl_like,16,33,FAM199X
cd4_ctl_like,16,34,LGALS3BP
cd4_ctl_like,16,35,SCYL3
cd4_ctl_like,16,36,METTL14
cd4_ctl_like,16,37,EID2
cd4_ctl_like,16,38,NEK6
cd4_ctl_like,16,39,JMJD4
cd4_ctl_like,16,40,TXK
cd4_ctl_like,16,41,TOP3B
cd4_ctl_like,16,42,GLIPR1
cd4_ctl_like,16,43,PCMTD2
cd4_ctl_like,16,44,CDYL
cd4_ctl_like,16,45,KIAA0408
cd4_ctl_like,16,46,ARID4A
cd4_ctl_like,16,47,ZNF263
cd4_ctl_like,16,48,MTAP
cd4_ctl_like,16,49,TBCEL
cd4_ctl_like,23,0,NCAPD2
cd4_ctl_like,23,1,RUNX3
cd4_ctl_like,23,2,VPS26A
cd4_ctl_like,23,3,NFE2L2
cd4_ctl_like,23,4,DEGS1
cd4_ctl_like,23,5,APEX1
cd4_ctl_like,23,6,STIM1
cd4_ctl_like,23,7,DAXX
cd4_ctl_like,23,8,CCNC
cd4_ctl_like,23,9,NCOA3
cd4_ctl_like,23,10,DNTTIP2
cd4_ctl_like,23,11,NCOA4
cd4_ctl_like,23,12,EHBP1L1
cd4_ctl_like,23,13,PNISR
cd4_ctl_like,23,14,CHD4
cd4_ctl_like,23,15,PPP1R12A
cd4_ctl_like,23,16,EXOSC8
cd4_ctl_like,23,17,HPRT1
cd4_ctl_like,23,18,PPP2R2A
cd4_ctl_like,23,19,CHMP5
cd4_ctl_like,23,20,TMA7
cd4_ctl_like,23,21,PHF10
cd4_ctl_like,23,22,SRSF4
cd4_ctl_like,23,23,SMG5
cd4_ctl_like,23,24,RUVBL1
cd4_ctl_like,23,25,STX16
cd4_ctl_like,23,26,OGT
cd4_ctl_like,23,27,RFLNB
cd4_ctl_like,23,28,TGFBR1
cd4_ctl_like,23,29,ADAM10
cd4_ctl_like,23,30,HSF1
cd4_ctl_like,23,31,PDE7A
cd4_ctl_like,23,32,BBLN
cd4_ctl_like,23,33,DNMT1
cd4_ctl_like,23,34,ANKHD1
cd4_ctl_like,23,35,TOB1
cd4_ctl_like,23,36,RTN3
cd4_ctl_like,23,37,PCM1
cd4_ctl_like,23,38,NSA2
cd4_ctl_like,23,39,BCL3
cd4_ctl_like,23,40,MAT2A
cd4_ctl_like,23,41,ARHGAP25
cd4_ctl_like,23,42,ANAPC5
cd4_ctl_like,23,43,ENOPH1
cd4_ctl_like,23,44,ZFP36L2
cd4_ctl_like,23,45,SH3BP1
cd4_ctl_like,23,46,PCMT1
cd4_ctl_like,23,47,PUF60
cd4_ctl_like,23,48,PRPF31
cd4_ctl_like,23,49,NUMA1
cd4_ctl_like,24,0,EDF1
cd4_ctl_like,24,1,RCSD1
cd4_ctl_like,24,2,PAK2
cd4_ctl_like,24,3,CD3D
cd4_ctl_like,24,4,CD7
cd4_ctl_like,24,5,CYBA
cd4_ctl_like,24,6,COX16
cd4_ctl_like,24,7,SPTAN1
cd4_ctl_like,24,8,USF2
cd4_ctl_like,24,9,HECA
cd4_ctl_like,24,10,CDC42SE2
cd4_ctl_like,24,11,SDF4
cd4_ctl_like,24,12,EFHD2
