var_index,gene,bin
6260,EMILIN2,11
6261,ARFIP2,19
6262,TRIM5,16
6263,CNGA4,7
6264,TRIM22,23
6265,RRP8,15
6266,TIMM10B,19
6267,EFR3A,22
6268,HHLA1,0
6269,PTCD3,12
6270,IMMT,24
6271,IQCA1,5
6272,ILKAP,19
6273,PER2,14
6274,RAMP1,18
6275,SCLY,19
6276,PTPRE,18
6277,PRKAA1,22
6278,CARD6,13
6279,RAP1GAP2,13
6280,CLUH,18
6281,INPP5K,17
6282,MYBBP1A,18
6283,RPA1,24
6284,SERPINF1,10
6285,UBE2G1,23
6286,EEFSEC,18
6287,TBC1D14,22
6288,TMEM128,19
6289,COQ3,15
6290,PNISR,23
6291,POPDC3,8
6292,SEC61G,19
6293,LANCL2,16
6294,FIGNL1,19
6295,DDC,1
6296,FTHL17,0
6297,GRSF1,24
6298,ENAM,2
6299,JCHAIN,8
6300,ANKRD17,23
6301,UTP3,22
6302,ITGB4,8
6303,WBP2,20
6304,H3-3B,14
6305,UNK,15
6306,TRIM47,15
6307,ZRANB2,23
6308,KDM6B,16
6309,CLEC10A,3
6310,SLC52A1,8
6311,GPS2,20
6312,XAF1,19
6313,DLG4,11
6314,RIDA,15
6315,VPS13B,22
6316,RGS22,5
6317,MATN2,5
6318,REEP2,11
6319,PCBD2,9
6320,SDF2,15
6321,FLOT2,23
6322,ERAL1,20
6323,PRMT7,14
6324,NIP7,21
6325,TERF2,21
6326,VPS4A,23
6327,MTSS2,9
6328,HSPA12B,4
6329,ANKEF1,13
6330,SCP2D1,5
6331,PCED1A,15
6332,SNAP25,8
6333,BTBD3,12
6334,PCNA,22
6335,NXT1,22
6336,POLR3F,16
6337,RIN2,3
6338,PTPRA,18
6339,SSTR4,2
6340,DAP3,23
6341,RHBG,4
6342,KHDC4,17
6343,ATP1A4,4
6344,NES,5
6345,BCAN,5
6346,CRP,2
6347,ARHGEF11,11
6348,RAB25,7
6349,HAPLN2,6
6350,APCS,1
6351,FCRL2,2
6352,DCAF8,21
6353,SYT11,15
6354,ACY3,9
6355,ALDH3B2,0
6356,TESMIN,11
6357,MMACHC,13
6358,DPH2,16
6359,TOE1,17
6360,NASP,9
6361,MUTYH,13
6362,CTNNBL1,18
6363,LPIN3,7
6364,ZSWIM3,12
6365,RBM38,19
6366,VSTM2L,9
6367,OSER1,15
6368,SERINC3,23
6369,PPP1R3D,13
6370,DMGDH,7
6371,BHMT2,2
6372,AP3B1,22
6373,ZBED3,9
6374,PATJ,16
6375,KANK4,1
6376,ANGPTL3,0
6377,SYT4,3
6378,SLC14A2,7
6379,FBXO44,14
6380,CPLANE2,11
6381,CASP9,16
6382,NMUR2,0
6383,DCTN4,20
6384,PDE6A,4
6385,ATP8A2,10
6386,MTUS2,4
6387,ZMYM5,16
6388,USPL1,17
6389,XPO4,20
6390,TPTE2,4
6391,POMP,24
6392,CDK8,18
6393,ALOX5AP,20
6394,WASF3,8
6395,RNF17,10
6396,GPR12,3
6397,CHRM3,6
6398,MYH8,5
6399,MYH10,13
6400,PEMT,16
6401,SCO1,13
6402,MPRIP,22
6403,CHI3L1,3
6404,MYBPH,2
6405,PIK3C2B,14
6406,DSTYK,19
6407,CHIT1,9
6408,SLC41A1,16
6409,LGR6,4
6410,TMCC2,12
6411,DCLK1,0
6412,CCNA1,11
6413,COG6,12
6414,SPART,18
6415,RXFP2,3
6416,EPSTI1,21
6417,TRPC4,1
6418,POSTN,0
6419,RFXAP,15
6420,GPALPP1,18
6421,STOML3,4
6422,KL,9
6423,RFC3,20
6424,STARD13,10
6425,IRS4,6
6426,MORC4,12
6427,BEX2,10
6428,RNF128,1
6429,TBC1D8B,8
6430,TCEAL4,11
6431,BEX1,7
6432,FAM104A,11
6433,SLC39A11,13
6434,EPHB2,4
6435,SRRM1,24
6436,BTBD2,20
6437,PRAM1,9
6438,KMT5C,14
6439,ZNF414,16
6440,PDE6B,13
6441,HSPBP1,18
6442,CSNK1G2,20
6443,SLF1,15
6444,CNDP2,23
6445,MACROD1,15
6446,WDR74,22
6447,LGALS12,2
6448,RTN3,23
6449,PLAAT4,20
6450,PLAAT2,6
6451,MYH11,6
6452,CEP20,22
6453,MED10,23
6454,PDZD2,4
6455,MORC2,21
6456,LARGE1,6
6457,GSTT2B,5
6458,MYO18B,11
6459,SLC2A11,12
6460,C1QTNF6,11
6461,FAM83F,9
6462,SEC14L4,4
6463,GIMAP6,17
6464,GIMAP4,23
6465,ADCK2,15
6466,MKRN1,17
6467,AGAP3,13
6468,KRBA1,10
6469,ACTR3B,11
6470,NTS,1
6471,BTG1,23
6472,LRRIQ1,4
6473,C12orf29,17
6474,ATP13A3,22
6475,SFTPD,7
6476,DYDC2,5
6477,TMEM254,13
6478,TMTC1,9
6479,KRAS,21
6480,IPO8,19
6481,LARS1,21
6482,SPINK5,0
6483,IMPA1,20
6484,LRRCC1,13
6485,E2F5,12
6486,CA1,0
6487,CCDC59,23
6488,SWAP70,14
6489,BMAL1,15
6490,LYVE1,0
6491,AMPD3,15
6492,SBF2,12
6493,MICAL2,21
6494,RRAS2,23
6495,HSD17B4,19
6496,ZFC3H1,22
6497,TEX15,7
6498,SARAF,22
6499,RNF122,12
6500,DUSP26,5
6501,DPF2,19
6502,MEN1,14
6503,ERG28,22
6504,GSC,6
6505,DGLUCY,17
6506,UNC79,4
6507,NUMB,19
6508,CATSPERB,10
6509,VRTN,4
6510,COX16,24
6511,TTC9,17
6512,MED6,21
6513,EIF2S1,24
6514,ADAM20,9
6515,LOXL2,10
6516,ELP3,18
6517,PEBP4,5
6518,ADAMDEC1,0
6519,CTIF,11
6520,MRO,3
6521,MBD2,24
6522,IER3IP1,18
6523,CCNB1,22
6524,CDK7,16
6525,CD180,10
6526,IRAK2,12
6527,CAMK1,17
6528,THUMPD3,21
6529,VHL,22
6530,BHLHE40,24
6531,ARL8B,21
6532,EDEM1,24
6533,CNTN6,0
6534,CHL1,1
6535,MEIS2,6
6536,DPH6,16
6537,KATNBL1,15
6538,EMC7,24
6539,TRPM1,1
6540,GNAT2,8
6541,GSTM1,9
6542,PRPF38B,23
6543,REG4,11
6544,TSPAN2,12
6545,TSHB,2
6546,GSTM3,14
6547,SYT6,4
6548,VAV3,11
6549,CHIA,3
6550,PSRC1,13
6551,HMGCS2,8
6552,PTPN22,23
6553,SORT1,13
6554,WNT2B,7
6555,PTGFRN,14
6556,LAMTOR5,21
6557,ADAM30,5
6558,NOTCH2,16
6559,TRIM45,10
6560,CEPT1,19
6561,CD101,11
6562,VTCN1,3
6563,NGF,3
6564,AP4B1,19
6565,NAPG,17
6566,SPIRE1,13
6567,PPHLN1,23
6568,FKBP11,21
6569,ARF3,13
6570,TMEM106C,24
6571,SLC38A2,23
6572,YWHAQ,19
6573,KIDINS220,19
6574,GRHL1,9
6575,ROCK2,17
6576,RSAD2,14
6577,MYCN,9
6578,LPIN1,18
6579,CMPK2,16
6580,IAH1,24
6581,ANO3,1
6582,IL6ST,19
6583,FST,8
6584,CFHR4,1
6585,NAV1,10
6586,CDC73,23
6587,TIMM17A,23
6588,CRB1,5
6589,CFHR5,2
6590,ERN2,2
6591,RAX,7
6592,NARS1,24
6593,GRP,3
6594,RELCH,17
6595,FBH1,20
6596,RBM17,24
6597,IL2RA,24
6598,ANKRD16,13
6599,ECHDC3,8
6600,IL15RA,14
6601,CCNH,18
6602,HRH4,9
6603,TMEM241,14
6604,KCTD1,11
6605,CABLES1,10
6606,DOCK2,24
6607,EMP1,16
6608,SOX5,9
6609,RERG,3
6610,SLCO1B1,0
6611,KLRD1,9
6612,KLRC1,6
6613,SPX,10
6614,PRH2,0
6615,LRP4,8
6616,MYBPC3,3
6617,DDB2,22
6618,ACP2,17
6619,USP26,0
6620,RTL8C,14
6621,RAB33A,19
6622,SOX3,1
6623,RBMX2,14
6624,STK26,22
6625,PIWIL4,9
6626,MTNR1B,2
6627,PUM1,21
6628,SPOCD1,5
6629,YARS1,18
6630,PHC2,20
6631,CDCA8,18
6632,GNL2,22
6633,AGO4,14
6634,HOOK1,11
6635,CYP2J2,9
6636,BTF3L4,23
6637,TUT4,19
6638,PRPF38A,23
6639,DSC2,3
6640,DSG3,0
6641,RNF138,22
6642,ELP2,21
6643,DSG1,0
6644,DSC3,5
6645,DSC1,3
6646,DTNA,11
6647,FHOD3,4
6648,TPGS2,23
6649,DAGLA,8
6650,SLC43A3,22
6651,TIMM10,23
6652,CBLIF,0
6653,DHX34,14
6654,APLNR,3
6655,FADS2,23
6656,TMEM258,20
6657,TCN1,6
6658,C5AR2,10
6659,TMEM165,21
6660,CLOCK,15
6661,PDGFRA,7
6662,GGACT,12
6663,COL4A2,3
6664,CLDN10,5
6665,DZIP1,8
6666,UBAC2,20
6667,ARGLU1,23
6668,BIVM,19
6669,ERCC5,19
6670,TPP2,21
6671,POGLUT2,15
6672,CARS2,21
6673,ARHGAP32,10
6674,STT3A,24
6675,ADAMTS8,3
6676,ACRV1,5
6677,ETS1,24
6678,SLC37A2,9
6679,KLB,1
6680,TMED7,21
6681,APC,16
6682,NREP,15
6683,WDR36,22
6684,OSTF1,24
6685,RFK,18
6686,UBQLN1,15
6687,NAA35,17
6688,C9orf40,18
6689,ANXA1,21
6690,CTSL,9
6691,CEMIP2,19
6692,AGTPBP1,22
6693,GOLM1,13
6694,ENTREP1,5
6695,PSAT1,23
6696,ISCA1,16
6697,ADAM19,24
6698,HAVCR2,22
6699,CCNJL,5
6700,TAOK3,21
6701,USP30,13
6702,SDS,2
6703,MSI1,4
6704,HNF1A,3
6705,FBXO21,15
6706,TBX3,5
6707,OASL,15
6708,HRK,5
6709,RNFT2,12
6710,P2RX4,21
6711,BICDL1,22
6712,DTX1,7
6713,TRAFD1,20
6714,DMTF1,21
6715,OCM2,5
6716,TMEM243,21
6717,CCDC146,11
6718,TMEM60,18
6719,CD36,3
6720,UGT2A3,0
6721,CSN2,1
6722,UGT2B28,0
6723,PNPLA8,14
6724,HILPDA,19
6725,GARIN1B,5
6726,RINT1,18
6727,SRPK2,21
6728,KCP,6
6729,TES,23
6730,MDFIC,24
6731,MTO1,19
6732,ADGRB3,5
6733,ANKRD6,11
6734,KHDC1,11
6735,CEP162,13
6736,SYNCRIP,14
6737,SNX14,21
6738,NT5E,15
6739,MRAP2,5
6740,EPHA7,2
6741,AKIRIN2,22
6742,ORC3,17
6743,LCA5,8
6744,MAP3K7,21
6745,CGA,6
6746,GJA10,9
6747,PRR5L,17
6748,LMO2,6
6749,PHF21A,18
6750,NAT10,19
6751,EHF,4
6752,ELF5,2
6753,PRRG4,12
6754,CAPRIN1,22
6755,ATP5MC2,24
6756,DNAJC14,16
6757,CD63,19
6758,PRPH,7
6759,AVIL,9
6760,AMHR2,6
6761,LACRT,1
6762,GDF11,15
6763,GLS2,9
6764,ITGA7,9
6765,TESPA1,21
6766,FAM186B,9
6767,RDH5,10
6768,AGAP2,19
6769,BLOC1S1,23
6770,KRT85,0
6771,CDK4,23
6772,PPP1R1A,4
6773,TROAP,17
6774,TSPAN31,15
6775,B4GALNT1,9
6776,TFCP2,19
6777,COQ10A,13
6778,FAIM2,8
6779,PAN2,14
6780,ESPL1,18
6781,KRT7,4
6782,ZC3H10,14
6783,ACVR1B,12
6784,OS9,23
6785,MIP,6
6786,KCNH3,9
6787,LTV1,22
6788,MAP7,11
6789,CD164,23
6790,AFG1L,12
6791,NHSL1,9
6792,AHI1,21
6793,HEY2,5
6794,PKIB,8
6795,TAAR5,2
6796,NMBR,4
6797,SMPD2,14
6798,MICAL1,19
6799,REPS1,21
6800,STX11,21
6801,TEC,10
6802,PRADC1,14
6803,SEMA4F,11
6804,EGR4,8
6805,RAB11FIP5,15
6806,SMYD5,16
6807,DYSF,5
6808,CCDC142,10
6809,EMX1,5
6810,KCNMB4,10
6811,USP15,24
6812,GNS,19
6813,CPM,14
6814,MDM2,24
6815,KLHL36,16
6816,BCO1,2
6817,MPHOSPH6,18
6818,CHST5,5
6819,KIAA0513,13
6820,DYNC1LI2,20
6821,FBXL8,14
6822,FHOD1,18
6823,CCDC102A,15
6824,SLC9A5,10
6825,AGT,2
6826,PCNX2,15
6827,KCNK1,13
6828,URB2,16
6829,EGLN1,22
6830,CAPN9,3
6831,COG2,16
6832,ABCB10,19
6833,NTPCR,17
6834,TAF5L,16
6835,GLUL,23
6836,STX6,21
6837,RGS8,4
6838,RNASEL,12
6839,DHX9,23
6840,KIAA1614,7
6841,CEP350,21
6842,NPL,11
6843,NIBAN1,19
6844,PIGC,15
6845,LAMC1,8
6846,RC3H1,21
6847,GPR55,12
6848,SP110,23
6849,CHRND,3
6850,PAX3,3
6851,DOCK10,24
6852,TTLL4,16
6853,USP37,18
6854,HTR2B,8
6855,ITM2C,22
6856,SLC19A3,1
6857,SERPINE2,14
6858,DNAJB2,17
6859,WNT10A,10
6860,TMBIM1,22
6861,CYP27A1,6
6862,EIF4E2,23
6863,ARMC9,12
6864,CAB39,24
6865,COX5B,20
6866,REV1,20
6867,TSGA10,11
6868,MFSD9,14
6869,TMEM127,17
6870,EDAR,8
6871,TGFBRAP1,18
6872,GCC2,18
6873,GPR45,3
6874,C2orf49,18
6875,ANKRD36,13
6876,EPC2,18
6877,ARHGEF4,8
6878,ISCU,22
6879,ALDH1L2,10
6880,STAB2,5
6881,USP44,12
6882,SCYL2,17
6883,CKAP4,12
6884,PLXNC1,15
6885,APPL2,18
6886,PWP1,22
6887,DRAM1,14
6888,WASHC4,22
6889,SLC41A2,14
6890,VILL,13
6891,FLNB,20
6892,NEK3,13
6893,PCDH8,7
6894,VPS36,22
6895,RNASEH2B,16
6896,CKAP2,19
6897,CNMD,4
6898,TBC1D4,16
6899,THSD1,9
6900,BORA,19
6901,LRCH1,18
6902,SUCLA2,13
6903,RCBTB1,17
6904,MED4,23
6905,PHF11,22
6906,COG3,19
6907,LMO7,11
6908,SCEL,2
6909,ITM2B,20
6910,SPRY2,8
6911,NUDT15,16
6912,EDNRB,1
6913,RCBTB2,20
6914,LCP1,24
6915,SETDB2,17
6916,SCRN1,10
6917,C7orf25,15
6918,TNS3,11
6919,SPDYE1,0
6920,CHST12,16
6921,IGF2BP3,12
6922,GPNMB,4
6923,RAPGEF5,8
6924,RAC1,18
6925,KDELR2,17
6926,NUP42,16
6927,IL6,10
6928,ZDHHC4,17
6929,AOAH,14
6930,BZW2,24
6931,DGKB,2
6932,TBRG4,21
6933,DDX56,21
6934,HUS1,20
6935,NACAD,6
6936,DBNL,24
6937,CCM2,23
6938,MYO1G,24
6939,TTYH3,14
6940,MMD2,1
6941,CIDEB,16
6942,TTC5,16
6943,NKX2-8,2
6944,NKX2-1,3
6945,ZFHX2,10
6946,MTHFS,17
6947,ADAMTS7,10
6948,ABHD17C,12
6949,IREB2,21
6950,ALPK3,8
6951,TM6SF1,15
6952,CIB2,10
6953,CALCOCO2,22
6954,RSAD1,17
6955,NMT1,23
6956,MYCBPAP,11
6957,SRSF1,14
6958,VEZF1,20
6959,CHAD,4
6960,TACO1,20
6961,TEX2,17
6962,DCAF7,24
6963,GH2,2
6964,LIMD2,24
6965,BRIP1,16
6966,KAT7,19
6967,RTP4,13
6968,ACTL6A,23
6969,NDUFB5,23
6970,TRA2B,22
6971,SCN2A,6
6972,TBR1,4
6973,MARCHF7,24
6974,ERMN,11
6975,GALNT5,6
6976,SCN7A,2
6977,TANK,24
6978,BLK,9
6979,GATA4,3
6980,SKIL,14
6981,EPRS1,23
6982,HLX,11
6983,VPS45,20
6984,IL10,12
6985,KCTD3,13
6986,IL36G,7
6987,IL1RN,11
6988,IL36A,7
6989,IL36RN,6
6990,IL36B,4
6991,IL1F10,2
6992,SMPD4,19
6993,WDR33,24
6994,CCDC115,17
6995,SAP130,17
6996,BIN1,23
6997,IMP4,23
6998,HS6ST1,14
6999,UGGT1,21
7000,GYPC,23
7001,STAM,19
7002,GAD2,0
7003,ABI1,22
7004,YME1L1,19
7005,DNAJC1,16
7006,NIPSNAP3A,14
7007,LRRC8A,20
7008,CDK9,22
7009,ODF2,17
7010,ECPAS,17
7011,TOR1B,18
7012,C9orf78,23
7013,SMC2,22
7014,KLF4,9
7015,TOR1A,22
7016,RALGPS1,11
7017,NIBAN2,21
7018,OR1J1,2
7019,OR13C9,4
7020,ST6GALNAC4,14
7021,TMOD1,9
7022,DAB2IP,5
7023,STXBP1,15
7024,SLC2A8,13
7025,ANGPTL2,6
7026,CDK5RAP2,20
7027,ZFP37,10
7028,SLC31A2,11
7029,SLC31A1,17
7030,TLR4,6
7031,ZNF189,15
7032,ALDOB,0
7033,STX17,16
7034,PRPF4,21
7035,FPGS,20
7036,USP20,19
7037,BAAT,7
7038,KIF12,4
7039,ATP6V1G1,23
7040,TEX10,18
7041,GARNL3,8
7042,DPM2,16
7043,WDR38,3
7044,TSTD2,15
7045,GABBR2,4
7046,HEMGN,10
7047,PSMB7,19
7048,NR5A1,5
7049,TRMO,20
7050,RABEPK,17
7051,GOLGA1,15
7052,XPA,18
7053,NCBP1,20
7054,ANP32B,22
7055,OR1L4,0
7056,PDCL,19
7057,CTSV,8
7058,LMX1B,4
7059,ARPC5L,24
7060,ENPP2,13
7061,DSCC1,18
7062,DERL1,22
7063,MYC,23
7064,CCN3,4
7065,IL33,4
7066,DMAC1,20
7067,RANBP6,16
7068,POLR1E,19
7069,PLAA,21
7070,IL11RA,14
7071,UBAP2,18
7072,APTX,20
7073,RNF38,18
7074,TLN1,22
7075,CCL21,1
7076,SIT1,22
7077,IFNA21,0
7078,DMRT1,5
7079,DNAJB5,10
7080,SPAG8,9
7081,DCTN3,19
7082,CD72,12
7083,TMEM8B,11
7084,GRHPR,20
7085,ALDH1B1,14
7086,HINT2,19
7087,ARHGEF39,14
7088,IGFBPL1,5
7089,DENND4C,20
7090,CNPY3,21
7091,FOXP4,14
7092,PPIL1,20
7093,KLC4,12
7094,KIF13A,7
7095,ZSCAN9,12
7096,PIM1,24
7097,GMPR,11
7098,CMTR1,19
7099,TFAP2A,8
7100,SLC22A7,3
7101,YIPF3,22
7102,TMEM14B,17
7103,TMEM63B,13
7104,FRS3,12
7105,TJAP1,12
7106,CAPN11,7
7107,TINAG,3
7108,HCRTR2,0
7109,KIAA0319,6
7110,IRF4,24
7111,SLC22A23,8
7112,TUBB2A,11
7113,LRRC1,10
7114,GCM1,7
7115,FOXF2,4
7116,BPHL,12
7117,RIPK1,17
7118,TUBB2B,7
7119,UQCC2,21
7120,HMGA1,11
7121,TCF19,21
7122,FLOT1,24
7123,IER3,21
7124,MDC1,17
7125,PGBD1,10
7126,ATAT1,13
7127,TPMT,16
7128,CLPS,4
7129,RNF144B,8
7130,NRM,14
7131,MTCH1,21
7132,VARS2,16
7133,TAF8,18
7134,FAM8A1,13
7135,C6orf52,11
7136,FGFBP1,3
7137,FGFBP2,12
7138,CPEB2,15
7139,FHDC1,7
7140,TLR2,9
7141,MGARP,8
7142,TTC29,3
7143,FCHSD2,17
7144,ARRB1,14
7145,SLCO2B1,6
7146,THAP12,23
7147,ANKRD42,11
7148,IL18BP,13
7149,NUMA1,23
7150,CCDC90B,19
7151,SYTL2,20
7152,RAB30,12
7153,CREBZF,22
7154,LRRC32,12
7155,PRCP,17
7156,NARS2,17
7157,RNF121,14
7158,PI15,6
7159,TTPA,2
7160,GGH,19
7161,SLCO5A1,7
7162,SULF1,0
7163,TGS1,21
7164,SDCBP,19
7165,NEK1,14
7166,DDX60,16
7167,NXPE4,0
7168,SORL1,18
7169,TMPRSS4,6
7170,BUD13,20
7171,TRPC6,2
7172,MMP7,4
7173,MMP20,2
7174,MMP27,1
7175,CFAP300,3
7176,DCUN1D5,23
7177,YAP1,6
7178,TRIM29,2
7179,SLC37A4,18
7180,BTG4,7
7181,POU2F3,7
7182,RDX,19
7183,PPP2R1B,22
7184,FDX1,20
7185,CFAP68,16
7186,FXYD6,6
7187,ARHGAP20,6
7188,FXYD2,9
7189,MMP13,5
7190,TMPRSS13,10
7191,CASP5,5
7192,ALKBH8,14
7193,MAP2K5,14
7194,UNC13C,2
7195,SQOR,23
7196,CTDSPL2,18
7197,SLTM,24
7198,THBS1,8
7199,MAPKBP1,14
7200,NUSAP1,21
7201,NDUFAF1,16
7202,KIF23,20
7203,ITGA11,10
7204,KNL1,17
7205,HAUS2,21
7206,RTF1,22
7207,PARP6,15
7208,PAQR5,5
7209,LRRC49,5
7210,TUBGCP4,18
7211,RMDN3,16
7212,ITPKA,11
7213,UACA,9
7214,SMAD6,8
7215,PLCB2,20
7216,TMEM62,14
7217,PAK6,8
7218,ADAM10,23
7219,SLC28A2,2
7220,STRA6,3
7221,CYP19A1,8
7222,ZNF280D,17
7223,SEMA6D,2
7224,BCL2L10,7
7225,RSL24D1,20
7226,SPTBN5,9
7227,GCHFR,18
7228,BCAR3,9
7229,TTLL7,10
7230,FNBP1L,8
7231,KYAT3,15
7232,GTF2B,20
7233,BRDT,6
7234,RABGGTB,24
7235,IFI44L,19
7236,GIPC2,7
7237,ARHGAP29,7
7238,IFI44,20
7239,SLC44A5,8
7240,CLCA2,3
7241,DNASE2B,4
7242,DBT,16
7243,RTCA,21
7244,IFT172,12
7245,SELENOI,19
7246,CGREF1,12
7247,HADHB,21
7248,KHK,13
7249,ADCY3,19
7250,PPM1B,21
7251,PNPT1,17
7252,DYNC2LI1,15
7253,LHCGR,1
7254,THUMPD2,14
7255,CYP1B1,22
7256,SULT6B1,5
7257,RAB1A,22
7258,ACTR2,24
7259,PREB,22
7260,SLC5A6,19
7261,ABCG5,3
7262,PREPL,19
7263,SLC3A1,8
7264,EMILIN1,8
7265,FBXO11,18
7266,SIX3,8
7267,ATRAID,22
7268,CENPO,18
7269,LRPPRC,24
7270,TRIM54,7
7271,DTNB,15
7272,ACTR1A,20
7273,CYP2C9,2
7274,MFSD13A,14
7275,CYP2C8,7
7276,MYOF,18
7277,LOXL4,3
7278,STAMBPL1,21
7279,CH25H,5
7280,LBX1,3
7281,ATAD1,21
7282,BTBD16,1
7283,KIF11,22
7284,CUZD1,11
7285,TACC2,4
7286,DUSP5,22
7287,CALHM2,19
7288,ARL3,16
7289,CEP55,23
7290,KIF20B,21
7291,ENTPD1,13
7292,EXOC6,19
7293,PLCE1,6
7294,RBP4,2
7295,DBR1,19
7296,DNAJC13,18
7297,GPR87,12
7298,ANXA7,23
7299,FAM149B1,12
7300,ASCC1,19
7301,PLA2G12B,6
7302,ZNF365,7
7303,OIT3,5
7304,ADAMTS14,9
7305,TET1,10
7306,DNA2,18
7307,MYPN,3
7308,AOX1,7
7309,ATIC,24
7310,SMARCAL1,15
7311,BARD1,15
7312,STAT4,19
7313,MSTN,6
7314,CARF,13
7315,ASNSD1,23
7316,METTL5,23
7317,NAB1,19
7318,CDK15,1
7319,PPIG,22
7320,FASTKD1,19
7321,MDH1B,8
7322,HECW2,10
7323,IDH1,18
7324,OLA1,22
7325,CIR1,16
7326,ITPRID2,18
7327,CHRNA1,3
7328,FAM117B,13
7329,WDR12,22
7330,ABI2,17
7331,ITGAV,14
7332,SLC40A1,11
7333,SLC35A5,17
7334,SLC49A4,14
7335,SENP7,15
7336,GUCA1C,1
7337,CCDC54,1
7338,COX17,21
7339,PARP9,22
7340,MNS1,8
7341,USP8,20
7342,SECISBP2L,20
7343,TMOD3,22
7344,SPPL2A,24
7345,GLCE,12
7346,SHF,12
7347,APH1B,13
7348,INTS14,18
7349,CILP,6
7350,PARP16,15
7351,PPCDC,16
7352,HCN4,2
7353,SEMA7A,16
7354,UBL7,21
7355,ARHGAP24,2
7356,FAM13A,14
7357,HERC3,17
7358,HERC6,17
7359,HERC5,20
7360,PCDH10,6
7361,NDST4,0
7362,ZGRF1,17
7363,AP1AR,19
7364,COPS4,20
7365,HNRNPD,24
7366,PRKG2,9
7367,RASGEF1B,11
7368,SEC31A,23
7369,FGF5,2
7370,GPAT3,15
7371,IL21,12
7372,FGF2,11
7373,BBS7,15
7374,BLTP1,16
7375,BMPR1B,5
7376,RAP1GDS1,21
7377,LARP1B,15
7378,MMRN1,7
7379,PDE5A,7
7380,PRDM5,8
7381,TRPC3,8
7382,NAAA,18
7383,NUP54,22
7384,CXCL9,8
7385,BMP2K,16
7386,G3BP2,24
7387,SEPTIN11,20
7388,FRAS1,4
7389,SCARB2,14
7390,CCNG2,18
7391,CNOT6L,22
7392,USO1,22
7393,CDKL2,10
7394,SHROOM3,4
7395,ANXA3,11
7396,PPA2,20
7397,CENPE,19
7398,GSTCD,17
7399,INTS12,17
7400,ENPEP,8
7401,CASP6,17
7402,LEF1,22
7403,HADH,20
7404,EGF,3
7405,PAPSS1,19
7406,SEC24B,19
7407,C4orf17,3
7408,PPP3CA,20
7409,SLC39A8,24
7410,MTTP,7
7411,FBN2,3
7412,MAPK8IP3,14
7413,RGS3,17
7414,GUCD1,21
7415,TTLL8,2
7416,RNF185,16
7417,SHISAL1,2
7418,PARVG,18
7419,B4GALNT3,10
7420,PDE6H,6
7421,ERP27,12
7422,ETV6,22
7423,GABARAPL1,10
7424,KIF21A,17
7425,CPNE8,12
7426,YARS2,20
7427,FGD4,8
7428,PIK3C2G,0
7429,SINHCAF,16
7430,PLCZ1,3
7431,AEBP2,23
7432,SLCO1C1,0
7433,ETFBKMT,10
7434,ETNK1,20
7435,ZCRB1,23
7436,TMEM117,9
7437,PRICKLE1,7
7438,C1RL,14
7439,NDUFA9,17
7440,CLSTN3,17
7441,KLRG1,11
7442,VAMP1,17
7443,TAPBPL,15
7444,CD27,23
7445,RBP5,8
7446,PEX5,13
7447,PIANP,5
7448,SLC38A4,4
7449,AMIGO2,15
7450,SCAF11,22
7451,COL2A1,5
7452,PPFIA2,1
7453,ANP32D,5
7454,LLPH,19
7455,LRIG3,9
7456,MARCHF9,15
7457,INHBE,9
7458,GLIPR1,16
7459,TPH2,6
7460,PHLDA1,22
7461,TMEM19,16
7462,LGR5,3
7463,PTPRQ,1
7464,DUSP6,21
7465,POC1B,17
7466,TMTC3,14
7467,LUM,1
7468,KERA,1
7469,SNRPF,19
7470,AMDHD1,9
7471,NEDD1,21
7472,SYCP3,11
7473,ASCL1,6
7474,GAS2L3,11
7475,TMEM132B,4
7476,SLC15A4,18
7477,TDG,20
7478,RITA1,18
7479,SDSL,9
7480,MMAB,15
7481,GLTP,16
7482,GIT2,20
7483,TCHP,15
7484,FAM222A,10
7485,FOXN4,2
7486,NUP58,23
7487,MTMR6,21
7488,SLC46A3,13
7489,SLC7A1,23
7490,PDX1,1
7491,LNX2,12
7492,SUOX,11
7493,CCDC65,11
7494,SLC39A5,7
7495,TARBP2,15
7496,RDH16,9
7497,DHH,7
7498,ACVRL1,1
7499,GPR84,10
7500,NABP2,23
7501,N4BP2L1,15
7502,CELA1,8
7503,SMARCC2,17
7504,BRCA2,17
7505,KANSL2,18
7506,CERS5,19
7507,MAP3K12,13
7508,ITGB7,24
7509,GALNT6,13
7510,CSAD,12
7511,LMBR1L,16
7512,MYG1,20
7513,ESYT1,24
7514,TMBIM6,22
7515,ANKRD52,20
7516,KRT71,2
7517,ZNF740,13
7518,SMIM2,2
7519,WDFY2,18
7520,LPAR6,23
7521,ESD,23
7522,RB1,19
7523,SBNO1,22
7524,MORN3,11
7525,SETD1B,21
7526,VPS33A,17
7527,VPS37B,17
7528,RHOF,23
7529,DENR,22
7530,DIAPH3,16
7531,SLAIN1,17
7532,RBM26,21
7533,SRRM4,1
7534,METTL21C,3
7535,MBNL2,17
7536,RNF113B,0
7537,ZIC5,4
7538,ABHD13,15
7539,RAB20,12
7540,GRTP1,5
7541,CUL4A,21
7542,TTC6,1
7543,SSTR1,3
7544,CDH24,10
7545,REM2,9
7546,CBLN3,12
7547,TSSK4,10
7548,NOVA1,6
7549,FITM1,10
7550,MDGA2,3
7551,TMX1,23
7552,FRMD6,14
