var_index,gene,bin
9677,WDR19,12
9678,SLC37A3,18
9679,AP3S2,18
9680,FMNL2,14
9681,GAREM2,12
9682,SPPL3,15
9683,DPYSL5,5
9684,DRC1,7
9685,RAB28,15
9686,PRXL2B,13
9687,TNFRSF14,20
9688,PANK4,18
9689,CIB4,0
9690,MEGF11,5
9691,C12orf43,16
9692,PEX10,14
9693,RER1,23
9694,RADIL,6
9695,SKI,20
9696,WIPI2,19
9697,LDLRAP1,14
9698,AGAP1,10
9699,KRTCAP3,11
9700,ANKRD61,9
9701,PAFAH2,12
9702,EXTL1,2
9703,SLC30A2,3
9704,BABAM2,20
9705,TRIM63,7
9706,CFAP251,9
9707,DUSP2,19
9708,GRHL3,5
9709,UBXN11,14
9710,NLRP14,7
9711,PTPDC1,11
9712,GALNT14,8
9713,NCK1,21
9714,HPD,4
9715,RHPN1,12
9716,TPRG1L,15
9717,LRRC43,6
9718,PRXL2C,15
9719,XDH,7
9720,XKR8,13
9721,CNNM4,15
9722,EYA3,19
9723,DZIP1L,5
9724,TMSB15A,8
9725,FANCC,15
9726,MRAS,7
9727,WASF2,22
9728,ABHD3,20
9729,ESYT3,8
9730,FAIM,13
9731,TENT5B,4
9732,CLSTN2,6
9733,COLEC12,3
9734,RNF207,10
9735,CUL4B,20
9736,GPR153,11
9737,SLC13A3,5
9738,GPRASP2,8
9739,RHBDL2,4
9740,AUTS2,9
9741,SHROOM4,1
9742,CDC25C,14
9743,MITD1,19
9744,EIF5B,24
9745,RIBC1,10
9746,TMSB15B,12
9747,CATIP,0
9748,CNOT11,23
9749,KCNB1,8
9750,TSPAN33,12
9751,NRG2,6
9752,AHCYL2,15
9753,B4GALT5,21
9754,CD1D,5
9755,CD1A,7
9756,SPATA2,12
9757,CD1C,9
9758,CD1B,4
9759,DNAH3,3
9760,CD1E,4
9761,HMHB1,10
9762,CPA2,6
9763,NCF1,9
9764,CPA5,7
9765,TSR2,21
9766,PPP1R9A,3
9767,ZC3H18,20
9768,ZFAND2B,19
9769,POM121L2,5
9770,GDPD5,13
9771,DYNC1I1,7
9772,PFKFB1,10
9773,ALAS2,1
9774,TMED4,22
9775,PPP1R15B,23
9776,COPG2,19
9777,EMSY,15
9778,GPAT4,21
9779,PKD1L1,7
9780,ZSCAN12,12
9781,TAGLN2,22
9782,ELK4,23
9783,SLAMF8,10
9784,SLC45A3,8
9785,DUSP23,15
9786,RNF166,19
9787,NBL1,17
9788,HTR6,7
9789,ITLN2,5
9790,F11R,14
9791,USF1,19
9792,PLA2G2F,1
9793,SPATA2L,11
9794,NIT1,17
9795,DEDD,21
9796,ZNF276,16
9797,NPM2,8
9798,EDA,11
9799,FGF17,6
9800,VWA5B1,1
9801,CDA,6
9802,PINK1,13
9803,B4GALT3,21
9804,DMTN,12
9805,ADAMTS4,9
9806,FHIP2B,15
9807,NDUFS2,22
9808,SLC5A11,6
9809,FCER1G,12
9810,APOA2,5
9811,TOMM40L,18
9812,MPZ,11
9813,WFDC8,3
9814,CCAR2,21
9815,WNT9B,1
9816,CACHD1,8
9817,CDC42SE2,24
9818,RAPGEF6,20
9819,EPB41,21
9820,MIS18A,20
9821,ALG8,17
9822,FBXW5,22
9823,CFAP298,22
9824,SYNJ1,14
9825,PAXBP1,19
9826,IFNAR2,22
9827,IFNGR2,12
9828,GART,22
9829,SON,21
9830,DONSON,16
9831,SV2A,11
9832,LAD1,3
9833,STC1,10
9834,TNNI1,4
9835,CSRP1,23
9836,PRAC1,2
9837,HOXB13,3
9838,C1QC,3
9839,KCNE2,7
9840,ATP5MC1,16
9841,RCAN1,16
9842,UBE2Z,22
9843,CIART,10
9844,SNF8,22
9845,CLIC6,9
9846,CCDC24,10
9847,RUNX1,19
9848,IGF2BP1,7
9849,GIP,0
9850,CBR1,19
9851,CBR3,17
9852,GJD2,3
9853,ACTC1,4
9854,MORC3,20
9855,CHAF1B,17
9856,CLDN14,3
9857,SIM2,6
9858,HLCS,14
9859,SCUBE1,7
9860,ARHGAP27,17
9861,ADPGK,22
9862,PTMS,17
9863,PLA2G4D,3
9864,PADI4,4
9865,ADIPOR1,22
9866,CYB5R1,14
9867,PSMD4,24
9868,ATP13A2,14
9869,M1AP,6
9870,PSMB4,23
9871,IRX6,2
9872,BTG2,23
9873,CES5A,6
9874,HK2,21
9875,C1R,11
9876,CELF3,4
9877,ALDH4A1,11
9878,STARD9,12
9879,THEM4,16
9880,TCHH,6
9881,LCE2B,1
9882,AMFR,21
9883,MED8,21
9884,TGM7,4
9885,RGL4,12
9886,SPRR2G,3
9887,PGLYRP3,3
9888,ISL2,12
9889,RSPRY1,19
9890,CCDC17,10
9891,GPBP1L1,24
9892,NAE1,22
9893,TMEM69,18
9894,ADGRG5,19
9895,DRC7,6
9896,ACE,11
9897,TEPP,6
9898,UROC1,1
9899,EFCAB14,24
9900,SPON2,10
9901,CHCHD6,13
9902,LRRC36,6
9903,TPPP3,5
9904,ZDHHC1,8
9905,ATP6V0D1,19
9906,AGRP,7
9907,ZFYVE28,15
9908,CARMIL2,22
9909,C16orf86,11
9910,PIP,1
9911,FAM131B,8
9912,RGS12,10
9913,PSKH1,16
9914,ZYX,22
9915,ABR,18
9916,LYPD5,7
9917,CCDC117,19
9918,ZNF230,11
9919,CCDC107,17
9920,ZNF222,9
9921,NPR2,11
9922,ZNF221,10
9923,ZNF233,7
9924,ZNF235,12
9925,GNE,15
9926,TNFRSF13C,11
9927,OR3A3,0
9928,ARHGAP35,19
9929,PTGIR,15
9930,CALM3,24
9931,DFFA,20
9932,CCDC28B,15
9933,IQCC,12
9934,TMEM234,13
9935,BSDC1,19
9936,ZBTB8A,8
9937,ATAD3B,17
9938,SSU72,23
9939,UBE2J2,21
9940,ZNF362,16
9941,FNDC5,4
9942,CPAMD8,6
9943,NR2F6,14
9944,ANKLE1,11
9945,MIX23,17
9946,VMA21,24
9947,KALRN,7
9948,CILP2,9
9949,ABCG1,11
9950,TFF3,5
9951,TFF2,4
9952,TFF1,8
9953,TMPRSS3,16
9954,UBASH3A,16
9955,RSPH1,6
9956,SLC37A1,12
9957,PDE9A,11
9958,WDR4,16
9959,NDUFV3,19
9960,PKNOX1,16
9961,CBS,12
9962,CRYAA,5
9963,HSF2BP,11
9964,RRP1B,22
9965,PDXK,23
9966,G6PD,21
9967,CSTB,23
9968,RRP1,20
9969,AGPAT3,23
9970,TRAPPC10,21
9971,GAB3,15
9972,GATD3,19
9973,AIRE,7
9974,CFAP410,13
9975,ZNF66,12
9976,LRRC3,9
9977,ITGB2,24
9978,SLX9,17
9979,RALGDS,19
9980,FTCD,3
9981,SPATC1L,11
9982,LSS,15
9983,VAV2,11
9984,MCM3AP,18
9985,C21orf58,14
9986,PCNT,18
9987,DIP2A,16
9988,S100B,7
9989,PRMT2,22
9990,CLDND2,13
9991,ADAMTS13,10
9992,CACFD1,9
9993,SLC2A6,10
9994,FCN2,1
9995,PIERCE1,9
9996,LCN1,7
9997,ZNF714,13
9998,GPSM1,11
9999,C19orf47,16
10000,HIPK4,6
10001,CFAP157,6
10002,TOR2A,11
10003,ST6GALNAC6,19
10004,SHKBP1,21
10005,RDH13,15
10006,ZER1,17
10007,ZDHHC12,17
10008,PKN3,13
10009,SPTBN4,7
10010,BRSK1,11
10011,COX6B2,8
10012,TMEM190,3
10013,NLRP4,3
10014,PLPP7,7
10015,TAOK1,22
10016,MED27,11
10017,DEDD2,16
10018,SIK3,17
10019,MPZL3,18
10020,JAML,23
10021,NEK8,12
10022,TLCD1,11
10023,PCSK7,21
10024,SAFB,23
10025,CD3G,24
10026,S100A1,4
10027,CHTOP,23
10028,CXCR5,11
10029,ZBTB7B,23
10030,FLAD1,17
10031,SHC1,19
10032,VPS11,17
10033,NLRX1,12
10034,ADAR,24
10035,IL6R,11
10036,UBE2Q1,21
10037,CHRNB2,5
10038,CRTC2,22
10039,ANO10,15
10040,FDPS,18
10041,RUSC1,15
10042,ENTREP3,16
10043,PAQR6,11
10044,PMF1,22
10045,SLC25A44,21
10046,LMNA,23
10047,CCR5,16
10048,NBEAL2,21
10049,CCDC12,21
10050,PTH1R,5
10051,UBQLN4,16
10052,MYL3,4
10053,PPP1R35,20
10054,GPATCH4,21
10055,LRRC71,4
10056,FCRL3,5
10057,AZGP1,5
10058,FGFR4,9
10059,CYP3A4,3
10060,CYP3A7,0
10061,NACC1,24
10062,CYP11B1,1
10063,HK3,8
10064,LY6K,4
10065,IER2,23
10066,ZNF394,17
10067,CPSF4,18
10068,LY6E,24
10069,VPS28,20
10070,TONSL,14
10071,PTGER1,8
10072,PWWP3A,16
10073,RECQL4,14
10074,LRRC14,16
10075,ZNF333,12
10076,COL26A1,1
10077,PPP1R16A,12
10078,FOXH1,6
10079,ORAI2,17
10080,ALKBH4,14
10081,CCDC105,0
10082,SH2B2,10
10083,MRNIP,13
10084,SQSTM1,24
10085,MGAT4B,22
10086,MAML1,22
10087,PGLYRP2,3
10088,LRWD1,15
10089,FBXL13,8
10090,NAPEPLD,13
10091,SCGB3A1,4
10092,PSMC2,24
10093,CELF5,7
10094,MFSD12,15
10095,YDJC,16
10096,CCDC116,7
10097,DVL3,20
10098,AP2M1,21
10099,ABCF3,18
10100,PCYT1A,21
10101,FBXO27,7
10102,DMKN,6
10103,U2AF1L4,17
10104,BDH1,17
10105,NPHS1,6
10106,THAP8,11
10107,COX7A1,4
10108,ZNF382,12
10109,LRRC56,9
10110,PLXDC1,8
10111,PGAP3,14
10112,IKZF3,17
10113,GRIN2C,7
10114,FDXR,19
10115,SAP30BP,20
10116,ACOX1,17
10117,PRPSAP1,18
10118,CYGB,7
10119,SRSF2,24
10120,ZNF577,11
10121,TMEM143,13
10122,KLHL10,7
10123,KASH5,6
10124,ALDH16A1,17
10125,DCD,0
10126,ITGA5,16
10127,SIGLEC11,5
10128,ZNF385A,9
10129,MPP3,5
10130,CD300LG,1
10131,IZUMO2,3
10132,NAGS,11
10133,LSM12,18
10134,ASB16,9
10135,EMC10,23
10136,JOSD2,15
10137,SHANK1,2
10138,FAM171A2,8
10139,DBF4B,15
10140,PLCD3,9
10141,FMNL3,16
10142,AQP5,0
10143,RACGAP1,15
10144,OR7G1,2
10145,LARP4,24
10146,TAMALIN,12
10147,RAVER1,23
10148,KRT84,2
10149,KRT82,2
10150,SYCE2,11
10151,SPC24,19
10152,IP6K3,1
10153,LEMD2,19
10154,ALOX15,5
10155,TREML1,2
10156,ZNF653,14
10157,MED11,17
10158,CXCL16,11
10159,SCIMP,2
10160,BCL6B,9
10161,ASGR2,3
10162,TNFSF13,12
10163,SENP3,20
10164,FGF11,13
10165,EIF4A1,24
10166,CCDC42,8
10167,POLR3K,22
10168,SNRNP25,22
10169,PRR35,5
10170,WDR90,13
10171,JMJD8,18
10172,CCDC78,10
10173,MSLNL,5
10174,SSTR5,3
10175,SPSB3,16
10176,MEIOB,7
10177,HS3ST6,3
10178,TEDC2,13
10179,CCNF,19
10180,TBC1D24,14
10181,AMDHD2,17
10182,NTN3,4
10183,BICDL2,9
10184,PAQR4,13
10185,FLYWCH2,16
10186,ZG16B,10
10187,ZNF75A,17
10188,ADCY9,13
10189,SHANK2,1
10190,CLPB,18
10191,NEU3,12
10192,CYB561A3,17
10193,PPP1R32,10
10194,ASRGL1,11
10195,GNG3,8
10196,UBXN1,19
10197,LBHD1,13
10198,TTC9C,17
10199,TAF6L,13
10200,NXF1,18
10201,STX5,19
10202,SLC25A45,14
10203,ITIH3,0
10204,SYVN1,15
10205,ZFPL1,12
10206,LRP5,17
10207,TPCN2,11
10208,FGF19,4
10209,CYP4A22,1
10210,PDZK1IP1,1
10211,TAL1,4
10212,CMPK1,24
10213,BEND5,13
10214,ELAVL4,2
10215,COA7,15
10216,ZYG11B,17
10217,SLC1A7,0
10218,CZIB,19
10219,MAGOH,22
10220,ACOT11,10
10221,FAM151A,3
10222,PARS2,12
10223,LEXM,10
10224,BSND,6
10225,USP24,21
10226,PLPP3,5
10227,NOL9,16
10228,PRKAA2,5
10229,KLHL21,19
10230,ZSWIM5,8
10231,GMEB1,18
10232,SLC45A1,7
10233,SELENON,12
10234,AK4,21
10235,JAK1,24
10236,RAVER2,9
10237,CTRC,8
10238,LZIC,21
10239,RBP7,6
10240,KNCN,5
10241,FBLIM1,3
10242,TMEM82,5
10243,SLC25A34,9
10244,DRAXIN,9
10245,PDPN,1
10246,LRRC38,1
10247,DHRS3,16
10248,MATN1,8
10249,LAPTM5,24
10250,SDC3,8
10251,PEF1,22
10252,SYNC,5
10253,RBBP4,14
10254,KIAA1522,9
10255,TSSK3,7
10256,TMCO4,13
10257,UBXN10,11
10258,CAMK2N1,10
10259,ALPL,6
10260,WNT4,5
10261,TTLL10,8
10262,SCNN1D,9
10263,MXRA8,9
10264,FAAP20,14
10265,MEGF6,11
10266,CCDC27,2
10267,IL23R,10
10268,DIRAS3,7
10269,C1orf87,1
10270,NFIA,9
10271,OMA1,15
10272,MYSM1,19
10273,TM2D1,18
10274,USP1,24
10275,FUBP1,24
10276,NEXN,9
10277,DNAJB4,13
10278,ADGRL4,0
10279,LRRIQ3,11
10280,LRRC53,1
10281,TYW3,21
10282,LHX8,0
10283,SNX7,6
10284,B3GALT2,12
10285,NTNG1,4
10286,EEIG2,15
10287,HENMT1,16
10288,C1orf52,20
10289,DNAI3,11
10290,GBP2,24
10291,ATXN7L2,10
10292,GBP4,21
10293,ZNF326,19
10294,HFM1,5
10295,BRINP3,3
10296,GFI1,17
10297,KCNT2,3
10298,AGL,16
10299,VCAM1,5
10300,EXTL2,11
10301,SLC30A7,19
10302,ZNF281,18
10303,ARPC5,20
10304,CADM3,1
10305,NLRP3,5
10306,ZNF496,12
10307,TRIM58,10
10308,SLAMF9,4
10309,OR2M5,0
10310,KCNJ9,4
10311,IGSF8,15
10312,DDR2,8
10313,PEA15,21
10314,PEX19,21
10315,NCSTN,22
10316,VANGL2,6
10317,SLAMF6,20
10318,OLFML2B,4
10319,FCRLB,7
10320,FCGR3B,5
10321,SLC9C2,2
10322,KLHDC9,10
10323,C1orf74,12
10324,LMX1A,0
10325,LRRC52,3
10326,FLVCR1,17
10327,GARIN4,8
10328,ATF3,15
10329,RBM15,22
10330,DENND2D,23
10331,AXDND1,8
10332,TDRD5,2
10333,IER5,24
10334,SNED1,10
10335,BPNT1,18
10336,SPATA17,6
10337,C1orf115,9
10338,BROX,21
10339,NBPF20,10
10340,ACP6,13
10341,WDR64,5
10342,KIF26B,4
10343,TFB2M,17
10344,CNST,17
10345,PPP1R21,16
10346,KLHDC8A,1
10347,PM20D1,9
10348,PKDCC,5
10349,OXER1,7
10350,HAAO,9
10351,B3GALNT2,14
10352,MAPKAPK2,24
10353,IL20,4
10354,IL24,12
10355,FCMR,19
10356,PIGR,4
10357,FCAMR,3
10358,CAPN2,24
10359,WDR26,24
10360,REL,19
10361,PUS10,13
10362,PEX13,18
10363,SANBR,12
10364,TRIM17,9
10365,RFTN2,6
10366,DISC1,12
10367,CAPN13,1
10368,LRRTM1,1
10369,DPY30,20
10370,TYW5,15
10371,MAIP1,20
10372,KCNF1,2
10373,SLC66A3,16
10374,ARL5A,20
10375,LRATD1,2
10376,KCNJ3,1
10377,NEUROD1,2
10378,CLHC1,11
10379,FRZB,6
10380,DUSP19,10
10381,CFAP36,17
10382,NUP35,16
10383,CCDC138,15
10384,ZSWIM2,2
10385,FBXO41,15
10386,ACTG2,6
10387,WDCP,14
10388,SMC6,19
10389,VSNL1,2
10390,H3-3A,24
10391,ANKRD30BL,2
10392,COQ8A,15
10393,SLC16A14,11
10394,EN1,1
10395,SGCB,16
10396,SPATA18,8
10397,NOSTRIN,6
10398,CFAP221,1
10399,CCDC140,1
10400,SGPP2,13
10401,INHBB,6
10402,XIRP2,1
10403,BBS5,12
10404,SMARCAD1,21
10405,HPGDS,10
10406,PDLIM5,11
10407,PDHA2,0
10408,STPG2,7
10409,NEURL3,8
10410,RPRD2,20
10411,CTSS,21
10412,MSX1,5
10413,PACRGL,14
10414,BNIPL,10
10415,C1QTNF7,1
10416,TNFAIP8L2,18
10417,LYSMD1,9
10418,SCNM1,21
10419,TMOD4,7
10420,VPS72,22
10421,ERCC3,17
10422,RNF149,23
10423,IWS1,21
10424,BOLA3,17
10425,CDC42EP3,19
10426,S100A11,24
10427,LCE3D,2
10428,SMCP,1
10429,IVL,5
10430,SPRR3,0
10431,DHX57,14
10432,SPRR2D,0
10433,BMP10,7
10434,PGLYRP4,5
10435,ARHGAP25,23
10436,S100A9,8
10437,S100A12,6
10438,TGFA,6
10439,TDRD10,3
10440,CCNYL1,13
10441,FZD5,9
10442,CRYGC,2
10443,DCAF16,17
10444,CFAP141,9
10445,NPPC,8
10446,GNPDA2,16
10447,ALPP,4
10448,GABRG1,2
10449,ALPG,2
10450,GABRB1,3
10451,PAQR3,15
10452,NIPAL1,9
10453,ALPI,1
10454,ANTXR2,20
10455,HELQ,16
10456,CGGBP1,24
10457,ABRAXAS1,14
10458,GPR155,13
10459,PMVK,20
10460,PBXIP1,15
10461,CLDN1,8
10462,PYGO2,19
10463,HIPK1,21
10464,LENEP,7
10465,DCST2,8
10466,DCST1,6
10467,COL6A3,13
10468,INAVA,5
10469,YY1AP1,20
10470,KBTBD8,16
10471,TAFA4,4
10472,EOGT,16
10473,NAXE,19
10474,POGLUT1,16
10475,SLC22A15,9
10476,CCKAR,1
10477,IGFN1,2
10478,ATP1A1,22
10479,SLC15A2,11
10480,EIF4E3,23
10481,PROK2,11
10482,TEX55,2
10483,LRRC58,22
10484,FSTL1,8
10485,LMOD1,5
10486,ELF3,7
10487,PDCL2,3
10488,TMEM183A,23
10489,TMEM169,12
10490,IGFBP7,6
10491,TRIM46,13
10492,KRTCAP2,18
10493,CXCR1,9
10494,ARPC2,24
10495,TSACC,9
10496,CCT3,21
10497,TMEM79,13
10498,SSR2,24
10499,RNF25,16
10500,STK36,12
10501,ADORA1,4
10502,NEK10,10
10503,CCDC141,12
10504,FEV,2
10505,CRYBA2,4
10506,IHH,6
10507,CIP2A,18
10508,EOMES,12
10509,CWC22,20
10510,AZI2,19
10511,TGFBR2,24
10512,RETNLB,6
10513,ANKZF1,19
10514,HDAC11,10
10515,FCRL4,1
10516,TRAT1,23
10517,FBLN2,5
10518,GLB1L,11
10519,STT3B,24
10520,CHCHD4,17
10521,DPPA2,4
10522,NFASC,6
10523,FCRL1,1
10524,SGO2,20
10525,SERPINI1,11
10526,CLASP2,18
10527,SUCLG1,22
10528,NUAK2,10
10529,SPTA1,4
10530,PRKCI,18
10531,MNDA,3
10532,PYHIN1,14
10533,IFI16,24
10534,AIM2,18
10535,EFHB,8
10536,EIF5A2,14
10537,SLC2A2,4
10538,FABP1,1
10539,PPM1L,11
10540,ICA1L,12
10541,CTLA4,21
10542,ICOS,24
10543,RYBP,24
10544,PPP4R2,18
10545,CD200R1,14
10546,GTPBP8,18
10547,NEPRO,20
10548,SPICE1,14
10549,CCDC191,10
10550,CADPS,1
10551,NKX6-1,3
10552,CDS1,6
10553,WDFY3,7
10554,COX18,19
10555,PTPN13,9
10556,SYNPR,0
10557,ALB,6
10558,C3orf49,1
10559,C4orf36,7
10560,THOC7,24
10561,ATXN7,17
10562,PSMD6,23
10563,PRICKLE2,1
10564,ADAMTS9,4
10565,PPM1K,17
10566,ERICH6,7
10567,CLRN1,1
10568,GMPS,21
10569,TIPARP,17
10570,CCNL1,22
10571,PTX3,6
10572,HESX1,9
10573,DCLK3,6
10574,SLMAP,20
10575,SMIM14,12
10576,RPP14,12
10577,ABHD6,13
10578,DNASE1L3,4
10579,CFAP20DC,10
10580,RBM47,14
10581,APBB2,11
10582,IL17RC,7
10583,CRELD1,13
10584,FANCD2OS,5
10585,PCOLCE2,8
10586,U2SURP,24
10587,MTMR14,19
10588,TTC14,21
10589,CXCL3,7
10590,CXCL5,3
10591,PPBP,0
10592,PF4,1
10593,MTHFD2L,12
10594,CXCL1,3
10595,RCHY1,18
10596,PLSCR2,8
10597,CCDC158,3
10598,CPA3,0
10599,GYG1,16
10600,HPS3,18
10601,TM4SF18,1
10602,TOPBP1,22
10603,RYK,13
10604,SNRK,21
10605,TCF23,1
10606,DNAJC5G,4
10607,UCN,8
10608,ZNF513,14
10609,SLC4A1AP,17
10610,PLB1,9
10611,SPDYA,6
10612,KIAA1143,17
10613,KIF15,18
10614,TGM4,2
10615,WDR43,24
10616,ZDHHC3,20
10617,CDCP1,11
10618,CLEC3B,2
10619,SLC6A20,6
10620,LZTFL1,13
10621,FYCO1,15
10622,CCR1,12
10623,RTP3,3
10624,LRRC2,8
10625,ELP6,19
10626,FBXO40,1
10627,DTX3L,23
10628,ZNF148,21
10629,NMNAT3,9
10630,SMIM12,22
10631,ZMYM6,14
10632,TPRA1,18
10633,YEATS2,19
10634,GRIK3,2
10635,ZC3H12A,18
10636,MEAF6,22
10637,SNIP1,17
10638,DNALI1,8
10639,POLR2H,23
10640,KLF15,6
10641,CFAP100,1
10642,CAMK2N2,9
10643,LIPH,9
10644,TMEM41A,13
10645,RPN1,19
10646,SENP2,19
10647,HEYL,7
10648,IFT122,12
10649,RHO,5
10650,RFC4,19
10651,BAP1,19
10652,PRKCD,18
10653,RFT1,18
10654,SFMBT1,15
10655,GNL3,24
10656,PBRM1,21
10657,UVSSA,14
10658,TASOR,21
10659,ARHGEF3,21
10660,SLBP,23
10661,LRPAP1,22
10662,ZDHHC19,4
10663,SLC51A,5
10664,UBXN7,19
10665,RNF168,19
10666,PIGX,22
10667,MELTF,10
10668,OTOP1,2
10669,S100P,12
10670,ABLIM2,8
10671,EXO5,14
10672,CLDN19,4
10673,ERMAP,12
10674,ZNF691,12
10675,AIMP1,24
10676,SGMS2,9
10677,DNAJB14,17
10678,H2AZ1,23
10679,EMCN,0
10680,SLC9B1,9
10681,SLC9B2,17
10682,BDH2,17
10683,PGRMC2,22
10684,CDC25A,17
10685,CAMP,2
10686,ZNF589,16
10687,FBXW12,7
10688,PLXNB1,8
10689,CCDC51,15
10690,ATRIP,14
10691,SHISA5,15
10692,SPRY1,19
10693,BSN,8
10694,APEH,22
10695,INTU,7
10696,HSPA4L,11
10697,MFSD8,16
10698,ABHD18,18
10699,CAMKV,8
10700,MON1A,13
10701,MST1R,8
10702,RAD54L2,19
10703,TEX264,18
10704,GRM2,8
10705,DUSP7,22
10706,POC1A,16
10707,PPM1M,20
10708,ETNPPL,4
10709,WDR82,24
10710,PITX2,6
10711,C4orf3,24
10712,PRSS12,5
10713,NDST3,0
10714,HMGB2,24
10715,SAP30,21
10716,HAND2,0
10717,MAD2L1,24
10718,ANXA5,24
10719,SMIM43,5
10720,ADAD1,4
10721,MAP9,12
10722,GUCY1A1,8
10723,FBXO8,16
10724,CEP44,17
10725,HPGD,20
10726,ASB5,4
10727,C4orf45,3
10728,TMEM144,8
10729,GASK1B,4
10730,NPY1R,3
10731,NPY5R,1
10732,NAA15,23
10733,IL15,11
10734,FHIP1A,5
10735,ARFIP1,16
10736,HHIP,5
10737,ANAPC10,14
10738,ABCE1,22
10739,OTUD4,20
10740,LSM6,23
10741,TMEM184C,17
10742,PRMT9,15
10743,ITGA2,15
10744,MOCS2,21
10745,SLC45A2,7
10746,EDIL3,4
10747,TMEM161B,17
10748,ELOVL7,9
10749,NDUFAF2,18
10750,ZNF474,7
10751,LMBRD2,18
10752,RANBP3L,7
10753,NIPBL,21
10754,RNF180,5
10755,ADGRV1,8
10756,SLC25A46,22
10757,STARD4,22
10758,PGGT1B,17
10759,F2RL2,7
10760,CCDC112,11
10761,ANKRD33B,13
10762,CMBL,11
10763,C5orf63,11
10764,PRRC1,16
10765,F2RL1,8
10766,AGGF1,22
10767,WDR41,18
10768,PRDM9,2
10769,NDUFS4,22
10770,SCGB3A2,1
10771,SPINK1,0
10772,HTR4,5
10773,ESM1,7
10774,GRPEL2,16
10775,CDC20B,8
10776,ARSK,12
10777,RHOBTB3,11
10778,GPX8,2
10779,TIGD6,10
10780,SPZ1,4
10781,SERINC5,21
10782,ENPP6,11
10783,CAGE1,6
10784,CASP3,24
10785,PRIMPOL,14
10786,ERAP1,21
10787,ERAP2,20
10788,CMYA5,8
10789,EGFLAM,2
10790,CFAP97,21
10791,TMEM174,3
10792,CARTPT,0
10793,RICTOR,18
10794,TENT2,21
10795,EBF1,7
10796,ANKRA2,14
10797,UBLCP1,22
10798,FAM170A,5
10799,UTP15,15
10800,TLR3,10
10801,KLKB1,9
10802,NSA2,23
10803,GFM2,18
10804,TERT,9
10805,SLC6A18,4
10806,CCDC127,15
10807,FOXQ1,4
10808,ACSL6,19
10809,IL3,19
10810,CSF2,22
10811,SEPTIN8,17
10812,SHROOM1,10
10813,GDF9,8
10814,UQCRQ,22
10815,LEAP2,11
10816,GJB7,3
10817,SLC35A1,16
10818,GRIK2,3
10819,CGAS,22
10820,FABP7,0
10821,TLX3,2
10822,TXLNB,9
10823,CITED2,21
10824,CALHM4,2
10825,TBXT,1
10826,CREBRF,15
10827,DCBLD1,12
10828,SFXN1,24
10829,SAMD3,21
10830,TMEM200A,12
10831,IL22RA2,3
10832,DACT2,7
10833,PDSS2,16
10834,SPATA48,4
10835,STXBP5,19
10836,H2AC1,5
10837,IL31RA,10
10838,ANKRD55,11
10839,RAET1E,3
10840,PI16,13
10841,DAGLB,13
10842,MATCAP2,10
10843,STK17A,23
10844,TRA2A,22
10845,GALNT10,21
10846,SAP30L,20
10847,HCN1,6
10848,MYOZ3,6
10849,COG5,17
10850,NEUROD6,0
10851,BMT2,14
10852,GPR85,7
10853,SLU7,22
10854,RP9,14
10855,PTTG1,20
10856,CAMLG,21
10857,BMPER,4
10858,RELL2,14
10859,KCNK5,16
10860,KIF6,4
10861,ZNF12,17
10862,SLC29A4,9
10863,TEX47,2
10864,STEAP1,11
10865,CDCA7L,22
10866,SP8,5
10867,MIOS,18
10868,ELAPOR2,11
10869,USP49,11
10870,SYTL3,22
10871,IQUB,7
10872,HEY1,7
10873,ZNF704,13
10874,FABP5,24
10875,SHH,7
10876,TAGAP,24
10877,COL1A2,6
10878,FNDC1,6
10879,CHMP4C,8
10880,SLC13A4,1
10881,PGAM2,8
10882,BRI3,23
10883,LMTK2,14
10884,SLC35G3,6
10885,CTSB,23
10886,SOX17,1
10887,DLC1,10
10888,ADCY1,12
10889,C8orf48,7
10890,SUN3,5
10891,C7orf57,7
10892,HNF4G,5
10893,PEX2,20
10894,RAD21,24
10895,SLC30A8,7
10896,MED30,21
10897,TNFRSF11B,5
10898,SBSPON,3
10899,PHKG1,10
10900,EN2,6
10901,KCNV1,3
10902,CSMD3,0
10903,SPIDR,15
10904,ORC5,16
10905,DEFA5,0
10906,DNAAF5,16
10907,DEFA4,2
10908,DEFA6,1
10909,OSGIN2,15
10910,DEFB1,5
10911,SUN1,19
10912,OXR1,16
10913,TMEM74,7
10914,GPR146,10
10915,GPER1,8
10916,UNCX,1
10917,TMEM184A,4
10918,NOS3,9
10919,MICALL2,9
10920,CA3,6
10921,INTS1,16
10922,CDK5,16
10923,SLC4A2,14
10924,SLC7A13,2
10925,FASTK,18
10926,TMUB1,20
10927,FMC1,16
10928,GBX1,4
10929,PHAX,20
10930,ALDH7A1,9
10931,FOXK1,20
10932,COX6C,24
10933,OSR2,6
10934,YWHAZ,24
10935,BAALC,4
10936,FZD6,15
10937,CTHRC1,11
10938,SLC25A32,20
10939,DCAF13,20
10940,DCSTAMP,6
10941,TP53INP1,15
10942,INTS8,21
10943,VIRMA,20
10944,FREM1,3
10945,GEM,10
10946,PDP1,13
10947,TMEM67,11
10948,WASHC5,16
10949,RPP25L,17
10950,FAM219A,14
10951,C9orf24,10
10952,SNAPC3,21
10953,MYORG,10
10954,NUDT2,20
10955,TMEM65,19
10956,PSIP1,19
10957,CCDC171,11
10958,UBAP1,18
